"x","y"
5.37569333679052,6.0988710002586
1.97677716846785,4.20494618640566
-9.80541182726862,8.76923594102176
4.74301457762195,3.64837419747337
5.36251769146938,4.62874827267249
-8.25205626186472,8.17072284957371
6.71592270335504,5.93809472076111
-9.0670369921053,10.7018658769982
-8.83374739013406,8.44204294745487
-0.315318451792255,2.67695312267606
1.22410174187223,1.81516432018195
-9.11770174197824,8.94652043693904
9.65521364956537,9.04265151357381
1.61455553443659,0.515058660843664
8.07617391404941,9.65636172328109
-8.83561631942679,9.31537076044771
9.42890100337815,9.05718179109931
-9.94751426052582,7.29514573682741
-10.1551839398237,9.52068758798021
2.77332403692441,2.26168338890856
-9.32447775399016,7.99956630850709
-9.12207313668315,8.92050962448622
8.48879508979048,10.5868392899258
-0.915619390390888,1.57010899216686
1.54793449696347,3.197807248002
1.56941422843273,-0.542554091730062
-8.12913883711281,7.123960596526
11.5149460001079,9.13654252713522
-9.37480284269109,10.3083881973359
1.14062737955981,1.27214770210957
9.3494009604737,8.90786401502744
-9.15191006264265,8.81549724307945
-8.03096345488505,8.97153392316214
1.13474385762758,2.0452557405866
9.06321001009691,9.04180349653971
8.96732544440693,9.36773109588225
11.1075611574974,9.23522215337807
-8.78179971430268,8.74580599002383
-8.28360343287153,9.59653271572039
-8.53115202774751,9.42247558327384
4.64101777323043,6.21582815708382
0.163604409354452,0.306319994364319
3.87664926856124,4.94023958472126
4.25175138692423,5.82234636970892
3.88400382818587,3.93764099234167
3.01549259737525,4.23926109278909
7.88144931900383,8.3171113310129
-8.26192415753391,8.4795508876387
4.18906895561066,4.35700679041569
-9.62920323289524,9.4953893552435
-8.46314532648691,10.1014042056112
7.1126937635445,5.81601466608692
0.878360540720271,2.63440905229438
-1.34873143311441,0.394184497030792
-8.06153639070861,7.72656608278665
0.0860892055233259,2.63507266165668
8.6062045160047,9.50305713852106
10.8412466984016,8.62288613260145
-9.87925437770985,8.86086418444174
0.862542846577614,1.03997414228913
2.83251530380455,0.0916004548051753
6.62983693365135,8.44904761802831
2.0291220074214,1.57257297045027
4.16878572057724,6.38095218080852
-0.220454647386059,2.19145269957746
-10.6088277876315,7.60291143561276
-9.30285613222117,7.93622172832616
4.12878663454819,4.70119466228718
6.05077051554639,2.90380329049235
0.0916812884593368,1.28501281791344
2.48355947206288,0.571177759585802
-9.50032421906629,7.2281980935861
-10.3170521279394,10.0885426938899
5.91769454665145,5.03053912948534
-9.21264593988782,11.5179227584231
4.29778922672491,4.60366662365703
7.73200923017405,9.38368063084467
-8.99065192376916,8.07929458259658
-8.01336757466066,10.8237525116499
4.74797848034806,6.615785113038
8.1239306660661,9.28170985650769
4.18592732511021,5.59696001516333
8.93841801344308,9.61279739181479
9.10964237789392,9.02808182725095
10.2152439728483,8.42696982640548
2.57048714353131,2.70099708384416
6.63653066477919,5.31933556324696
5.41008506689437,5.94676803167137
4.95906885181732,5.24163533196864
